locus_tag	ftype	length_bp	gene	EC_number	COG	product
COOAFFBM_02579	CDS	645	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
COOAFFBM_02580	CDS	390	cheY		COG0784	Chemotaxis protein CheY
COOAFFBM_02581	CDS	1050	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
COOAFFBM_02582	CDS	861	cheR	2.1.1.80		Chemotaxis protein methyltransferase
COOAFFBM_02583	CDS	1602	tap		COG0840	Methyl-accepting chemotaxis protein IV
COOAFFBM_02584	CDS	1662	tar		COG0840	Methyl-accepting chemotaxis protein II
COOAFFBM_02585	CDS	504	cheW		COG0835	Chemotaxis protein CheW
COOAFFBM_02586	CDS	1965	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
COOAFFBM_02587	CDS	927	motB		COG1360	Motility protein B
COOAFFBM_02588	CDS	888	motA		COG1291	Motility protein A
COOAFFBM_02589	CDS	579	flhC			Flagellar transcriptional regulator FlhC
COOAFFBM_02590	CDS	351	flhD			Flagellar transcriptional regulator FlhD
COOAFFBM_02591	CDS	429	uspC		COG0589	Universal stress protein C
COOAFFBM_02592	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
COOAFFBM_02593	CDS	801	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
COOAFFBM_02594	CDS	987	araH		COG1172	L-arabinose transport system permease protein AraH
COOAFFBM_02595	CDS	1515	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
COOAFFBM_02596	CDS	990	araF		COG1879	L-arabinose-binding periplasmic protein
COOAFFBM_02597	CDS	504	ftnA_1	1.16.3.2	COG1528	Bacterial non-heme ferritin
COOAFFBM_02598	CDS	252				hypothetical protein
COOAFFBM_02599	CDS	324				hypothetical protein
COOAFFBM_02600	CDS	498	ftnA_2	1.16.3.2	COG1528	Bacterial non-heme ferritin
COOAFFBM_02601	CDS	240				hypothetical protein
COOAFFBM_02602	CDS	1212	tyrP		COG0814	Tyrosine-specific transport protein
COOAFFBM_02603	CDS	666				hypothetical protein
COOAFFBM_02604	tRNA	87				tRNA-Leu(taa)
COOAFFBM_02605	tRNA	74				tRNA-Cys(gca)
COOAFFBM_02606	tRNA	76				tRNA-Gly(gcc)
COOAFFBM_02607	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
COOAFFBM_02608	CDS	1833	uvrC		COG0322	UvrABC system protein C
COOAFFBM_02609	CDS	657	uvrY		COG2197	Response regulator UvrY
COOAFFBM_02610	CDS	225				hypothetical protein
COOAFFBM_02611	CDS	723	sdiA		COG2771	Regulatory protein SdiA
COOAFFBM_02612	CDS	753	artM_2		COG1126	Arginine transport ATP-binding protein ArtM
COOAFFBM_02613	CDS	669	yecS		COG0765	L-cystine transport system permease protein YecS
COOAFFBM_02614	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
COOAFFBM_02615	CDS	858	fliY		COG0834	L-cystine-binding protein FliY
COOAFFBM_02616	CDS	552	fliZ			Regulator of sigma S factor FliZ
COOAFFBM_02617	CDS	720	fliA		COG1191	RNA polymerase sigma factor FliA
COOAFFBM_02618	CDS	1050	fliC2		COG1344	Flagellin 2
COOAFFBM_02619	CDS	1416	fliD		COG1345	Flagellar hook-associated protein 2
COOAFFBM_02620	CDS	411	fliS		COG1516	Flagellar secretion chaperone FliS
COOAFFBM_02621	CDS	366	fliT			Flagellar protein FliT
COOAFFBM_02622	CDS	1488	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
COOAFFBM_02623	CDS	414				hypothetical protein
COOAFFBM_02624	CDS	1206				hypothetical protein
COOAFFBM_02625	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
COOAFFBM_02626	CDS	498	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
COOAFFBM_02627	CDS	270				hypothetical protein
COOAFFBM_02628	CDS	549				hypothetical protein
COOAFFBM_02629	CDS	798	rhaS_2			HTH-type transcriptional activator RhaS
COOAFFBM_02630	CDS	552				hypothetical protein
COOAFFBM_02631	CDS	333	emrE_1		COG2076	Multidrug transporter EmrE
COOAFFBM_02632	CDS	315	fliE		COG1677	Flagellar hook-basal body complex protein FliE
COOAFFBM_02633	CDS	1659	fliF		COG1766	Flagellar M-ring protein
COOAFFBM_02634	CDS	996	fliG		COG1536	Flagellar motor switch protein FliG
COOAFFBM_02635	CDS	687	fliH		COG1317	Flagellar assembly protein FliH
COOAFFBM_02636	CDS	1374	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
COOAFFBM_02637	CDS	444	fliJ		COG2882	Flagellar FliJ protein
COOAFFBM_02638	CDS	1128	fliK		COG3144	Flagellar hook-length control protein
COOAFFBM_02639	CDS	465				hypothetical protein
COOAFFBM_02640	CDS	1005	fliM		COG1868	Flagellar motor switch protein FliM
COOAFFBM_02641	CDS	414	fliN		COG1886	Flagellar motor switch protein FliN
COOAFFBM_02642	CDS	366	fliO		COG3190	Flagellar protein FliO
COOAFFBM_02643	CDS	738	fliP		COG1338	Flagellar biosynthetic protein FliP
COOAFFBM_02644	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
COOAFFBM_02645	CDS	786	fliR		COG1684	Flagellar biosynthetic protein FliR
COOAFFBM_02646	CDS	624	rcsA		COG2771	Transcriptional regulatory protein RcsA
COOAFFBM_02647	CDS	189	dsrB			Protein DsrB
COOAFFBM_02648	CDS	228				hypothetical protein
COOAFFBM_02649	CDS	816	yedP	3.1.3.70	COG3769	Mannosyl-3-phosphoglycerate phosphatase
COOAFFBM_02650	CDS	756	dgcQ_1	2.7.7.65		putative diguanylate cyclase DgcQ
COOAFFBM_02651	CDS	936	dgcQ_2	2.7.7.65		putative diguanylate cyclase DgcQ
COOAFFBM_02652	CDS	183				hypothetical protein
COOAFFBM_02653	CDS	918	yedI		COG2354	Inner membrane protein YedI
COOAFFBM_02654	CDS	921	yedA			putative inner membrane transporter YedA
COOAFFBM_02655	CDS	471	vsr	3.1.-.-	COG3727	Very short patch repair protein
COOAFFBM_02656	CDS	1419	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
COOAFFBM_02657	CDS	696	yedJ		COG1418	putative protein YedJ
COOAFFBM_02658	CDS	303	yedR			Inner membrane protein YedR
COOAFFBM_02659	CDS	90				hypothetical protein
COOAFFBM_02660	CDS	393	yedS_1		COG3203	Outer membrane protein YedS
COOAFFBM_02661	CDS	675	yedS_2		COG3203	Outer membrane protein YedS
COOAFFBM_02662	CDS	1425	bglH_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
COOAFFBM_02663	CDS	1458	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
COOAFFBM_02664	CDS	1014	ascG		COG1609	HTH-type transcriptional regulator AscG
COOAFFBM_02665	CDS	528	hyfA_3	1.-.-.-	COG1142	Hydrogenase-4 component A
COOAFFBM_02666	CDS	2253	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
COOAFFBM_02667	CDS	1134	norW	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
COOAFFBM_02668	CDS	1440	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
COOAFFBM_02669	CDS	1515	norR_3		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
COOAFFBM_02670	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
COOAFFBM_02671	CDS	774	srlR_4		COG1349	Glucitol operon repressor
COOAFFBM_02672	CDS	360				hypothetical protein
COOAFFBM_02673	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
COOAFFBM_02674	CDS	372	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
COOAFFBM_02675	CDS	960	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
COOAFFBM_02676	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
COOAFFBM_02677	CDS	1191	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
COOAFFBM_02678	CDS	498	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
COOAFFBM_02679	CDS	1062	recA		COG0468	Protein RecA
COOAFFBM_02680	CDS	501	recX		COG2137	Regulatory protein RecX
COOAFFBM_02681	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
COOAFFBM_02682	CDS	186	csrA		COG1551	Carbon storage regulator
COOAFFBM_02683	tRNA	93				tRNA-Ser(gct)
COOAFFBM_02684	tRNA	77				tRNA-Arg(acg)
COOAFFBM_02685	CDS	567	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
COOAFFBM_02686	CDS	429	yqaA		COG1238	Inner membrane protein YqaA
COOAFFBM_02687	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
COOAFFBM_02688	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
COOAFFBM_02689	CDS	1539	emrB			Multidrug export protein EmrB
COOAFFBM_02690	CDS	1173	emrA		COG1566	Multidrug export protein EmrA
COOAFFBM_02691	CDS	531	mprA		COG1846	Transcriptional repressor MprA
COOAFFBM_02692	CDS	336				hypothetical protein
COOAFFBM_02693	CDS	738	ygaZ		COG1296	Inner membrane protein YgaZ
COOAFFBM_02694	CDS	1185				putative transporter
COOAFFBM_02695	CDS	993	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
COOAFFBM_02696	CDS	1065	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
COOAFFBM_02697	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
COOAFFBM_02698	CDS	960	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
COOAFFBM_02699	CDS	2145	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
COOAFFBM_02700	CDS	411	nrdI		COG1780	Protein NrdI
COOAFFBM_02701	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
COOAFFBM_02702	CDS	330	ygaM		COG4575	putative protein YgaM
COOAFFBM_02703	CDS	345				hypothetical protein
COOAFFBM_02704	CDS	450	alaE			L-alanine exporter AlaE
COOAFFBM_02705	CDS	405	stpA		COG2916	DNA-binding protein StpA
COOAFFBM_02706	CDS	525	ygaP		COG0607	Inner membrane protein YgaP
COOAFFBM_02707	CDS	300	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
COOAFFBM_02708	CDS	159				hypothetical protein
COOAFFBM_02709	CDS	450	kbp		COG1652	Potassium binding protein Kbp
COOAFFBM_02710	CDS	663	glaR		COG1802	HTH-type transcriptional repressor GlaR
COOAFFBM_02711	CDS	1401	gabP		COG1113	GABA permease
COOAFFBM_02712	CDS	1281	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
COOAFFBM_02713	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
COOAFFBM_02714	CDS	1269	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
COOAFFBM_02715	CDS	978	glaH	1.14.11.-		Glutarate 2-hydroxylase
COOAFFBM_02716	CDS	1647				hypothetical protein
COOAFFBM_02717	tRNA	76				tRNA-Met(cat)
COOAFFBM_02718	CDS	483				hypothetical protein
COOAFFBM_02719	CDS	690				hypothetical protein
COOAFFBM_02720	CDS	471				hypothetical protein
COOAFFBM_02721	CDS	747				IS3 family transposase ISCfr6
COOAFFBM_02722	CDS	312				hypothetical protein
COOAFFBM_02723	CDS	300	era_2			GTPase Era
COOAFFBM_02724	CDS	240				hypothetical protein
COOAFFBM_02725	CDS	882				hypothetical protein
COOAFFBM_02726	CDS	180				hypothetical protein
COOAFFBM_02727	CDS	747				hypothetical protein
COOAFFBM_02728	CDS	3852				hypothetical protein
COOAFFBM_02729	CDS	3747				hypothetical protein
COOAFFBM_02730	CDS	1242	intA_1		COG0582	Prophage integrase IntA
COOAFFBM_02731	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
COOAFFBM_02732	CDS	126				hypothetical protein
COOAFFBM_02733	CDS	483	smpB		COG0691	SsrA-binding protein
COOAFFBM_02734	CDS	477	ratA		COG2867	Ribosome association toxin RatA
COOAFFBM_02735	CDS	291				hypothetical protein
COOAFFBM_02736	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
COOAFFBM_02737	CDS	1662	recN		COG0497	DNA repair protein RecN
COOAFFBM_02738	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
COOAFFBM_02739	CDS	594	grpE		COG0576	Protein GrpE
COOAFFBM_02740	CDS	1242				hypothetical protein
COOAFFBM_02741	CDS	867	ypjD		COG4137	Inner membrane protein YpjD
COOAFFBM_02742	CDS	1362	ffh		COG0541	Signal recognition particle protein
COOAFFBM_02743	CDS	249	rpsP		COG0228	30S ribosomal protein S16
COOAFFBM_02744	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
COOAFFBM_02745	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
COOAFFBM_02746	CDS	348	rplS		COG0335	50S ribosomal protein L19
COOAFFBM_02747	CDS	483	pal_1			Peptidoglycan-associated lipoprotein
COOAFFBM_02748	CDS	1227	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
COOAFFBM_02749	CDS	519				hypothetical protein
COOAFFBM_02750	CDS	363				hypothetical protein
COOAFFBM_02751	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
COOAFFBM_02752	CDS	1122	tyrA		COG0287	T-protein
COOAFFBM_02753	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
COOAFFBM_02754	CDS	342	raiA		COG1544	Ribosome-associated inhibitor A
COOAFFBM_02755	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
COOAFFBM_02756	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
COOAFFBM_02757	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
COOAFFBM_02758	CDS	2574	clpB		COG0542	Chaperone protein ClpB
COOAFFBM_02759	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
COOAFFBM_02760	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
COOAFFBM_02761	CDS	489	hybE			Hydrogenase-2 operon protein HybE
COOAFFBM_02762	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
COOAFFBM_02763	CDS	1704	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
COOAFFBM_02764	CDS	1179	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
COOAFFBM_02765	CDS	987	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
COOAFFBM_02766	CDS	1119	hybO	1.12.99.6	COG1740	Hydrogenase-2 small chain
COOAFFBM_02767	CDS	288				hypothetical protein
COOAFFBM_02768	CDS	888				hypothetical protein
COOAFFBM_02769	CDS	1041	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
COOAFFBM_02770	CDS	495				hypothetical protein
COOAFFBM_02771	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
COOAFFBM_02772	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
COOAFFBM_02773	CDS	735	exbB		COG0811	Biopolymer transport protein ExbB
COOAFFBM_02774	CDS	1188	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
COOAFFBM_02775	CDS	660	yghB		COG0586	Inner membrane protein YghB
COOAFFBM_02776	CDS	957	rhaS_3			HTH-type transcriptional activator RhaS
COOAFFBM_02777	CDS	1164	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
COOAFFBM_02778	CDS	828	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
COOAFFBM_02779	CDS	927				hypothetical protein
COOAFFBM_02780	CDS	258	lpp1			Major outer membrane lipoprotein Lpp 1
COOAFFBM_02781	CDS	2220				hypothetical protein
COOAFFBM_02782	CDS	1413	ftsP		COG2132	Cell division protein FtsP
COOAFFBM_02783	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
COOAFFBM_02784	CDS	2259	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
COOAFFBM_02785	CDS	90				hypothetical protein
COOAFFBM_02786	CDS	483	sbmC_2			DNA gyrase inhibitor
COOAFFBM_02787	CDS	393	ygiW_1		COG3111	Protein YgiW
COOAFFBM_02788	CDS	660	qseB			Transcriptional regulatory protein QseB
COOAFFBM_02789	CDS	1350	qseC	2.7.13.3		Sensor protein QseC
COOAFFBM_02790	CDS	333	ygiZ			Inner membrane protein YgiZ
COOAFFBM_02791	CDS	582	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
COOAFFBM_02792	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
COOAFFBM_02793	CDS	1893	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
COOAFFBM_02794	CDS	582				hypothetical protein
COOAFFBM_02795	CDS	828	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
COOAFFBM_02796	CDS	423				hypothetical protein
COOAFFBM_02797	CDS	630	nudF	3.6.1.13		ADP-ribose pyrophosphatase
COOAFFBM_02798	CDS	1482	tolC		COG1538	Outer membrane protein TolC
COOAFFBM_02799	CDS	672				hypothetical protein
COOAFFBM_02800	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
COOAFFBM_02801	CDS	816	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
COOAFFBM_02802	CDS	774	zupT		COG0428	Zinc transporter ZupT
COOAFFBM_02803	CDS	171	yqiD			Protein YqiD
COOAFFBM_02804	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
COOAFFBM_02805	CDS	291	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
COOAFFBM_02806	CDS	552	ybgD_1			putative fimbrial-like protein YbgD
COOAFFBM_02807	CDS	2514	papC_1		COG3188	Outer membrane usher protein PapC
COOAFFBM_02808	CDS	750	papD		COG3121	Chaperone protein PapD
COOAFFBM_02809	CDS	1065				hypothetical protein
COOAFFBM_02810	CDS	201	glgS			Surface composition regulator
COOAFFBM_02811	CDS	630	yqiJ			Inner membrane protein YqiJ
COOAFFBM_02812	CDS	1662	yqiK		COG2268	Inner membrane protein YqiK
COOAFFBM_02813	CDS	1434	hldE		COG2870	Bifunctional protein HldE
COOAFFBM_02814	CDS	2841	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
COOAFFBM_02815	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
COOAFFBM_02816	CDS	621				hypothetical protein
COOAFFBM_02817	CDS	1239	cca		COG0617	Multifunctional CCA protein
COOAFFBM_02818	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
COOAFFBM_02819	CDS	369	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
COOAFFBM_02820	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
COOAFFBM_02821	CDS	933	dmlR_2			HTH-type transcriptional regulator DmlR
COOAFFBM_02822	CDS	912	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
COOAFFBM_02823	CDS	606	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
COOAFFBM_02824	CDS	1464	ttdT_2		COG0471	L-tartrate/succinate antiporter
COOAFFBM_02825	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
COOAFFBM_02826	CDS	216	rpsU		COG0828	30S ribosomal protein S21
COOAFFBM_02827	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
COOAFFBM_02828	CDS	1842	rpoD		COG0568	RNA polymerase sigma factor RpoD
COOAFFBM_02829	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
COOAFFBM_02830	tRNA	76				tRNA-Met(cat)
COOAFFBM_02831	CDS	765	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
COOAFFBM_02832	CDS	624	yqjI		COG1695	Transcriptional regulator YqjI
COOAFFBM_02833	CDS	1521	aer		COG0840	Aerotaxis receptor
COOAFFBM_02834	CDS	1491	patA	2.6.1.82	COG4992	Putrescine aminotransferase
COOAFFBM_02835	CDS	333	ygjH		COG0073	tRNA-binding protein YgjH
COOAFFBM_02836	CDS	984	melR_2		COG1609	HTH-type transcriptional repressor MelR
COOAFFBM_02837	CDS	3093	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
COOAFFBM_02838	CDS	450	ebgC		COG2731	Evolved beta-galactosidase subunit beta
COOAFFBM_02839	CDS	1434	ygjI		COG0531	Inner membrane transporter YgjI
COOAFFBM_02840	CDS	1071				hypothetical protein
COOAFFBM_02841	CDS	2352	ygjK	3.2.1.-		Glucosidase YgjK
COOAFFBM_02842	CDS	2019	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
COOAFFBM_02843	CDS	417	higA_1		COG5499	Antitoxin HigA
COOAFFBM_02844	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
COOAFFBM_02845	CDS	504	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
COOAFFBM_02846	CDS	684				hypothetical protein
COOAFFBM_02847	CDS	987	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
COOAFFBM_02848	CDS	966	alx_1		COG0861	Putative membrane-bound redox modulator Alx
COOAFFBM_02849	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
COOAFFBM_02850	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
COOAFFBM_02851	CDS	615	yigZ		COG1739	IMPACT family member YigZ
COOAFFBM_02852	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
COOAFFBM_02853	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
COOAFFBM_02854	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadA
COOAFFBM_02855	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
COOAFFBM_02856	CDS	1494	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
COOAFFBM_02857	CDS	489	rfaH_1		COG0250	Transcription antitermination protein RfaH
COOAFFBM_02858	CDS	783	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
COOAFFBM_02859	CDS	777	tatC		COG0805	Sec-independent protein translocase protein TatC
COOAFFBM_02860	CDS	516	tatB		COG1826	Sec-independent protein translocase protein TatB
COOAFFBM_02861	CDS	270	tatA		COG1826	Sec-independent protein translocase protein TatA
COOAFFBM_02862	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
COOAFFBM_02863	CDS	606	ubiJ_2		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
COOAFFBM_02864	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
COOAFFBM_02865	CDS	1428				hypothetical protein
COOAFFBM_02866	CDS	762	udp	2.4.2.3	COG2820	Uridine phosphorylase
COOAFFBM_02867	CDS	816	clcD	3.1.1.45		Carboxymethylenebutenolidase
COOAFFBM_02868	CDS	2262	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
COOAFFBM_02869	CDS	954	metR			HTH-type transcriptional regulator MetR
COOAFFBM_02870	CDS	900	bioP		COG0697	Biotin transporter
COOAFFBM_02871	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
COOAFFBM_02872	CDS	1023	pldB	3.1.1.5	COG2267	Lysophospholipase L2
COOAFFBM_02873	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
COOAFFBM_02874	CDS	621	rhtC_2		COG1280	Threonine efflux protein
COOAFFBM_02875	CDS	1836	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
COOAFFBM_02876	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
COOAFFBM_02877	CDS	468				hypothetical protein
COOAFFBM_02878	CDS	888	rarD		COG2962	Protein RarD
COOAFFBM_02879	CDS	318				hypothetical protein
COOAFFBM_02880	CDS	108				hypothetical protein
COOAFFBM_02881	CDS	849				hypothetical protein
COOAFFBM_02882	CDS	492				hypothetical protein
COOAFFBM_02883	CDS	951	corA		COG0598	Magnesium transport protein CorA
COOAFFBM_02884	CDS	765				hypothetical protein
COOAFFBM_02885	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
COOAFFBM_02886	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
COOAFFBM_02887	CDS	897	xerC_3		COG4973	Tyrosine recombinase XerC
COOAFFBM_02888	CDS	708				hypothetical protein
COOAFFBM_02889	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
COOAFFBM_02890	CDS	204				hypothetical protein
COOAFFBM_02891	CDS	555				hypothetical protein
COOAFFBM_02892	CDS	1479				hypothetical protein
COOAFFBM_02893	CDS	1326				hypothetical protein
COOAFFBM_02894	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
COOAFFBM_02895	CDS	2547	cyaA	4.6.1.1	COG3072	Adenylate cyclase
COOAFFBM_02896	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
COOAFFBM_02897	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
COOAFFBM_02898	CDS	1224	hemX		COG2959	Protein HemX
COOAFFBM_02899	CDS	1197	hemY		COG3071	Protein HemY
COOAFFBM_02900	CDS	162				hypothetical protein
COOAFFBM_02901	CDS	1236	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
